text,label
I felt like I was keeping up. I had a regular college schedule. I tried to get some extra rest. I will try again tomorrow.,0
I felt like I was keeping up. I finished one of my assignments. I got some fresh air.,0
"These days, I spent several hours on my usual tasks. I had a decent amount of energy.",0
"To be honest, I worked on my project. my usual routine feels harder than it should. I got some fresh air.",1
"Right now, I had a fairly busy schedule. I have barely had time to switch off. I feel like I need more time to recover. I talked to a friend.",1
my usual routine feels harder than it should. I had some college work to finish. I watched something for a little while.,1
I stayed in my room after college. I had a quiet evening. I am trying to maintain a balanced routine. I think I need to slow down a little.,0
"Right now, I revised some topics. I took some time away from my laptop. I feel prepared for the next few days.",0
I followed my usual routine. I felt reasonably positive. I feel okay about what I need to do next. I went for a short walk.,0
I followed my usual routine. I felt like I was keeping up. I feel prepared for the next few days. I listened to music for a while.,0
"I met a few classmates. I took a proper break. I think a good night's sleep will help. Anyway, I will deal with it tomorrow.",0
I spent some time in the library. I have not been able to relax properly. I had a quiet evening.,1
I worked on my project. I got some fresh air. I think a good night's sleep will help. I am just taking it one day at a time.,0
"At the moment, I spent several hours on my usual tasks. I have not had much energy lately.",1
I stayed in my room after college. I have been struggling to keep up.,1
"I worked on my project. my routine has been difficult to maintain. I keep thinking about things even when I am trying to rest. Anyway, I will deal with it tomorrow.",1
I had some college work to finish. I watched something for a little while. I am looking forward to tomorrow.,0
I worked on some coding. I have been thinking about college work constantly.,1
